2312.06,2315.93,3.0,2315.95,1.1166637,2315.98,0.209,2315.99,4.8737632,2316.0,0.4745245,2318.5,0.9996,2318.73,5.2395,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2324.67,0.5,2312.06,0.94687359,2312.05,0.125,2312.04,0.121,2312.03,0.245,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.18,0.00217242,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233,2300.77,3.0
2312.06,2315.93,3.0,2315.98,0.209,2315.99,4.8737632,2316.0,0.4745245,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2324.67,0.5,2324.99,0.36,2312.05,0.125,2312.04,0.121,2312.03,0.245,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.18,0.00217242,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233,2300.77,3.0,2300.11,0.5
2312.06,2315.92,4.3213,2315.93,3.0,2315.97,1.42318382,2315.98,0.209,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2312.05,0.125,2312.04,0.121,2312.03,0.245,2311.76,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.18,0.00217242,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233,2300.77,3.0
2312.06,2315.92,4.3213,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2320.68,0.499,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.125,2312.04,0.121,2312.03,0.245,2311.76,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.18,0.00217242,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233
2312.06,2315.91,1.42318382,2315.92,4.3213,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.25,2312.04,0.121,2312.03,0.245,2311.51,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233,2300.77,3.0
2312.06,2315.91,1.42318382,2315.92,4.3213,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.25,2312.04,0.121,2312.03,0.245,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233,2300.77,3.0,2300.11,0.5
2312.06,2315.9,4.3119,2315.91,1.42318382,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.25,2312.04,0.121,2312.03,0.245,2311.61,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2309.12,0.00216966,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233
2312.06,2315.9,4.3119,2315.91,1.42318382,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.25,2312.04,0.121,2312.03,0.245,2311.61,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2309.12,0.00216966,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.8,7.233
2312.06,2315.9,4.3119,2315.91,1.42318382,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2318.75,3.0,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2312.08,1.19557,2312.05,0.25,2312.04,0.121,2312.03,0.245,2311.61,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2309.12,0.00216966,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.81,0.24
2312.06,2315.9,4.3119,2315.91,1.42318382,2315.93,3.0,2315.99,4.8737632,2316.0,0.4745245,2318.48,1.743,2318.5,0.9996,2318.73,3.4965,2319.0,20.0,2320.0,26.78590835,2320.2,0.5,2321.43,0.1,2323.05,0.5,2323.93,6.26869,2324.66,0.36,2312.08,1.19557,2312.05,0.25,2312.03,0.245,2311.61,0.94687359,2311.5,0.25,2311.11,4.2718557,2310.0,0.37260144,2309.61,0.00593303,2309.12,0.00216966,2307.89,0.02,2306.02,5.2395,2306.0,3.30468035,2305.0,5.0,2300.81,0.24,2300.8,6.993
